"Status","Application Name","Record Type","Assigned to Staff","Assigned Date","Record #","Unit #","Start Fraction","Zip Code","Closed Date","Street #","Dir","Type","Street Name","Short Notes","Opened Date"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00077","","","40272","","5414","","RD","VALLEY STATION","","01/14/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00076","","","40208","01/31/2023","401","","AVE","WINKLER","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00075","","","40212","","2533","W","BLVD","MUHAMMAD ALI","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00074","","","40272","","8715","","RD","3RD STREET","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00073","","","40228","","6204","","RD","SHEPHERDSVILLE","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00072","","","40222","","1330","S","PKY","HURSTBOURNE","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00071","","","40118","","8615","","TPKE","NATIONAL","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00070","","","40241","","8001","","RD","BROWNSBORO","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00069","","","40299","","12415","","RD","TAYLORSVILLE","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00068","","","40213","","5001","","HWY","PRESTON","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00067","","","40299","","14000","","RD","TAYLORSVILLE","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00066","","","40205","","2911","","RD","BARDSTOWN","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00065","","","40228","","5000","","RD","SHEPHERDSVILLE","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00064","","","40223","","9901","","RD","LA GRANGE","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00063","","","40218","","4700","","RD","BARDSTOWN","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00062","","","40299","","11721","","WAY","GATEWORTH","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00061","","","40214","","6711","","LN","STRAWBERRY","","01/11/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00060","","","40210","","931","","HWY","DIXIE","","01/11/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00059","","","40215","01/31/2023","1842","","BLVD","BERRY","","01/10/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00058","","","40243","01/31/2023","719","","RD","SPECKMAN","","01/10/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00057","","","40204","","545","","AVE","BARRET","","01/10/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00056","","","40291","01/31/2023","5258","","RD","BARDSTOWN","","01/09/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00055","","","40218","01/31/2023","3303","","RD","NEWBURG","","01/09/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00054","","","40218","01/31/2023","2207","","LN","GOLDSMITH","","01/09/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00053","","","40208","","1481","S","ST","7TH","","01/08/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00052","","","40216","","4502","","RD","CANE RUN","","01/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00051","","","40211","01/31/2023","2701","W","","BROADWAY","","01/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00050","","","","","4350","","","Cane Run Rd","","01/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00049","","","40219","","8641","","HWY","PRESTON","","01/07/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00048","","","40210","","1318","","HWY","DIXIE","","01/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00047","","","40210","","1500","W","ST","OAK","","01/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00046","","","40212","","3627","","ST","BANK","","01/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00045","","","40211","","3606","","RD","CANE RUN","","01/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00044","","","40220","01/31/2023","2960","","LN","BRECKENRIDGE","","01/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00043","","","40220","01/31/2023","3401","","LN","BRECKENRIDGE","","01/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00042","","","40220","01/31/2023","3415","","LN","BRECKENRIDGE","","01/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00041","101","","40207","01/31/2023","1001","","LN","BRECKENRIDGE","","01/06/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00040","","","40222","01/31/2023","808","","LN","LYNDON","","01/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00039","","","40215","01/31/2023","3400","","BLVD","TAYLOR","","01/06/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00038","","","40245","01/31/2023","14010","","RD","SHELBYVILLE","","01/06/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00037","","","40299","01/31/2023","5502","","RD","BILLTOWN","","01/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00036","","","40216","","1629","","AVE","GAGEL","","01/06/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00035","","","40206","","2200","","RD","BROWNSBORO","","01/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00034","","","40206","","2318","","RD","BROWNSBORO","","01/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00033","","","40258","","7509","","RD","TERRY","","01/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00032","","","40220","","3346","","LN","HIKES","","01/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00031","","","40212","","520","N","ST","35TH","","01/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00030","","","40215","","3122","","BLVD","TAYLOR","","01/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00029","","","40217","","1247","","AVE","GOSS","","01/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00028","","","40217","","1265","","AVE","GOSS","","01/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00027","","","40214","","3137","S","ST","3RD","","01/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00026","","","40218","","3337","","RD","NEWBURG","","01/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00025","","","40215","","1307","","AVE","CLARA","","01/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00024","","","40220","","3025","","LN","HUNSINGER","","01/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00023","","","40218","","2204","","LN","HEATHER","","01/05/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00022","","","40223","","9905","","RD","LA GRANGE","","01/04/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00021","","","40228","01/31/2023","7933","","LN","FEGENBUSH","","01/04/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00020","","","40241","01/31/2023","3303","","LN","BARBOUR","","01/04/2022"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-22-00019","","","40217","01/31/2023","2403","S","ST","SHELBY","","01/04/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00018","","","40272","","10501","","HWY","DIXIE","","01/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00017","","","40210","","2133","","HWY","DIXIE","","01/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00016","","","40203","","1711","W","","BROADWAY","","01/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00015","","","40211","","3501","W","","BROADWAY","","01/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00014","","","40203","","301","S","ST","18TH","","01/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00013","","","40245","","13704","","RD","LA GRANGE","","01/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00012","150","","40216","","4443","","RD","CANE RUN","","01/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-22-00011","","","40272","","10021","","HWY","DIXIE","","01/03/2022"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00295","","","40214","","5610","S","ST","3RD","","12/31/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00294","","","40214","01/31/2023","5620","S","ST","3RD","","12/31/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00293","","","40216","01/01/2023","4060","","RD","CANE RUN","","12/31/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00292","","","40208","01/31/2023","2833","S","ST","4TH","","12/31/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00291","","","40212","01/07/2024","118","S","ST","26TH","","12/31/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00290","","","40218","","2218","","LN","HIKES","","12/31/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00289","","","40214","01/31/2023","6921","","DR","SOUTHSIDE","","12/31/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00288","101","","40203","01/31/2023","1211","W","","BROADWAY","","12/31/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00287","","","40214","","7136","","DR","SOUTHSIDE","","12/31/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00286","","","40203","01/31/2023","521","N","ST","22ND","","12/31/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00285","","","40218","","5104","E","TRL","INDIAN","","12/31/2021"
"Active","Marathon","Tobacco Ordinance License","","","LIC-TOBL-21-00284","","","40213","01/31/2023","5401","","CIR","INDIAN OAKS","","12/31/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00283","","","40216","","2412","","HWY","DIXIE","","12/31/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00282","","","40241","","11300","","RD","WESTPORT","","12/31/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00281","","","40203","01/07/2024","700","W","ST","OAK","","12/31/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00280","B","","40213","","5401","","CIR","INDIAN OAKS","","12/31/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00279","","","40299","","12611","","RD","TAYLORSVILLE","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00278","","","40218","","3616","","BYP","BUECHEL","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00277","","","40299","","12623","","RD","TAYLORSVILLE","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00276","","","40218","","2000","","LN","HIKES","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00275","","","40222","","4946","","","U S HIGHWAY 42","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00274","","","40213","","4013","","RD","POPLAR LEVEL","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00273","","","40213","","4009","","RD","POPLAR LEVEL","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00272","","","40299","","9080","","RD","TAYLORSVILLE","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00271","A","","40216","","4915","","HWY","DIXIE","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00270","","","40208","","3165","S","ST","2ND","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00269","","","40245","","13702","","RD","LA GRANGE","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00268","","","40212","","3320","W","ST","MARKET","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00267","","","40291","01/01/2023","6752","","RD","BARDSTOWN","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00266","101","","40214","","161","","LOOP","OUTER","","12/30/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00265","","","40212","01/31/2023","2200","W","ST","MARKET","","12/30/2021"
"Active","Classic Liquor","Tobacco Ordinance License","","","LIC-TOBL-21-00264","","","40215","","1638","","BLVD","BERRY","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00263","","","40214","","5533","","RD","NEW CUT","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00262","","","40291","","6900","","RD","BARDSTOWN","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00261","","","40223","","9812","","RD","LINN STATION","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00260","","","40211","","2710","W","","BROADWAY","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00259","","","40214","","4211","S","ST","3RD","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00258","","","40205","","2440","","RD","BARDSTOWN","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00257","","","40272","","10649","","HWY","DIXIE","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00256","","","40220","","3039","","LN","BRECKENRIDGE","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00255","","","40222","","2219","","","Holiday Manor Center","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00254","","","40291","","5050","","RD","BILLTOWN","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00253","","","40272","","10645","","HWY","DIXIE","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00252","2","","40223","","9905","","RD","LA GRANGE","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00251","","","40241","","9507","","RD","WESTPORT","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00250","","","40241","","9501","","RD","WESTPORT","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00249","","","40212","","524","N","ST","35TH","","12/30/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00248","","","40208","01/31/2023","3004","S","ST","4TH","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00247","","","40228","","8605","","RD","SMYRNA","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00246","","R","40208","","1100","","PKY","ALGONQUIN","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00245","","","40219","","7702","","HWY","PRESTON","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00244","","","40220","","1969","S","PKY","HURSTBOURNE","","12/30/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00243","","","40241","","9440","","RD","BROWNSBORO","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00242","","","40219","","4501","","LOOP","OUTER","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00241","","","40229","","5001","","LN","MUD","","12/29/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00240","","","40219","01/31/2023","5370","","RD","RANGELAND","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00239","","","40245","","12450","","RD","LA GRANGE","","12/29/2021"
"Withdrawn","","Tobacco Ordinance License","","","LIC-TOBL-21-00238","","","40258","01/31/2023","7500","","RD","TERRY","","12/29/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00237","","","40215","01/31/2023","4149","","BLVD","TAYLOR","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00236","","","40299","","8300","","TRL","WATTERSON","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00235","","","40211","","3410","W","","BROADWAY","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00234","","","40217","","808","","PKY","EASTERN","","12/29/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00233","","","40208","01/31/2023","700","","PKY","ALGONQUIN","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00232","","","40219","","4310","","LOOP","OUTER","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00231","","","40272","","10201","","HWY","DIXIE","","12/29/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00230","","","40202","01/31/2023","200","E","","BROADWAY","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00229","","","40241","","9801","","RD","BROWNSBORO","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00228","","","40206","","2368","","AVE","FRANKFORT","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00227","","","40216","","5100","","HWY","DIXIE","","12/29/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00226","","","40219","01/31/2023","7700","","RD","SHEPHERDSVILLE","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00225","","","40216","","2323","","LN","ROCKFORD","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00224","","","40216","","2714","","LN","CRUMS","","12/29/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00223","","","40229","01/31/2023","9304","","RD","BLUE LICK","","12/29/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00222","","","40203","01/31/2023","2038","","PKY","NORTHWESTERN","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00221","","","40212","01/31/2023","2112","","ST","DUNCAN","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00220","","","40245","01/31/2023","2400","","BLVD","TERRA CROSSING","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00219","","","40229","01/31/2023","5400","","DR","ANTLE","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00218","","","40213","01/31/2023","4565","","RD","POPLAR LEVEL","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00217","","","40219","01/31/2023","4900","","LOOP","outer","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00216","","","40208","01/31/2023","3030","","BLVD","TAYLOR","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00215","","","40209","01/31/2023","4300","","DR","CRITTENDEN","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00214","","","40216","01/31/2023","3915","","HWY","DIXIE","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00213","","","40222","01/31/2023","9416","","RD","SHELBYVILLE","","12/29/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00212","","","40258","01/31/2023","6303","","TRCE","LOWER HUNTERS","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00211","102","","40241","","3707","","LN","CHAMBERLAIN","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00210","101B","","40229","","5016","","LN","MUD","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00209","","","40213","","3320","","HWY","PRESTON","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00208","","","40208","","2000","","RD","7TH STREET","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00207","","","40241","","10320","","RD","WESTPORT","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00206","","","40258","","8400","","HWY","DIXIE","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00205","","","40218","","4154","","RD","BARDSTOWN","","12/29/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00204","","","40216","","4739","","HWY","DIXIE","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00203","","","40208","","3022","S","ST","3RD","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00202","","","40213","","4002","","HWY","PRESTON","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00201","","","40216","","3102","","HWY","DIXIE","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00200","","","40208","","2633","S","ST","4TH","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00199","","","40258","","7207","","TRCE","LOWER HUNTERS","","12/28/2021"
"Active","Stop and Save Food Mart","Tobacco Ordinance License","","","LIC-TOBL-21-00198","","","40215","01/31/2023","2752","","RD","7TH STREET","","12/28/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00197","","","40215","01/31/2023","2823","","RD","7TH STREET","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00196","","","40202","","519","S","ST","3RD","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00195","","","40210","","1320","","HWY","DIXIE","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00194","","","40210","","1420","","HWY","DIXIE","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00193","","","40214","","5600","","TPKE","NATIONAL","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00192","","","40219","","7212","","HWY","PRESTON","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00191","","","40299","","11550","","PKY","BLUEGRASS","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00190","","","40291","01/31/2023","5510","","RD","BARDSTOWN","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00189","","","40299","01/31/2023","1830","","PKY","BLANKENBAKER","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00188","","","40214","01/31/2023","6821","","DR","SOUTHSIDE","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00187","","","40118","01/31/2023","8510","","TPKE","NATIONAL","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00186","","","40219","01/31/2023","8325","","HWY","PRESTON","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00185","","","40213","01/31/2023","4239","","RD","POPLAR LEVEL","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00184","","","40219","01/31/2023","7002","","RD","SHEPHERDSVILLE","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00183","","","40220","01/31/2023","4547","","RD","TAYLORSVILLE","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00182","","","40216","01/31/2023","4340","","RD","CANE RUN","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00181","","","40241","01/01/2023","4106","","LN","MURPHY","","12/28/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00180","","","40216","","3512","","HWY","DIXIE","","12/26/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00179","","","40291","01/07/2024","5400","","WAY","DEL MARIA","","12/26/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00178","","","40218","","4527","","RD","BARDSTOWN","","12/25/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00177","","","40214","","7602","","RD","3RD STREET","","12/25/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00176","","","40272","","8809","","RD","3RD STREET","","12/25/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00175","","","40214","","7600","","RD","3RD STREET","","12/25/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00174","","","40222","","7401","","RD","NEW LA GRANGE","","12/25/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00173","","","40216","","4953","","RD","MANSLICK","","12/25/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00172","","","40214","","6000","","RD","MANSLICK","","12/25/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00171","","","40203","","412","W","ST","OAK","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00170","","","40211","","829","S","ST","28TH","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00169","","","40216","01/01/2023","4447","","RD","MANSLICK","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00168","","","40208","","2105","","RD","7TH STREET","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00167","","","40213","","4017","","HWY","PRESTON","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00166","","","40203","","1159","S","ST","4TH","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00165","","","40211","","3300","","PKY","ALGONQUIN","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00164","","","40214","","7321","","RD","ST ANDREWS CHURCH","","12/24/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00163","","","40215","01/31/2023","1506","","BLVD","BERRY","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00162","","","40216","01/31/2023","2121","","LN","CRUMS","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00161","","","40202","","207","S","ST","5TH","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00160","","","40211","","2601","W","","BROADWAY","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00159","","","40229","","10231","","RD","BLUE LICK","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00158","","","40211","","2600","","AVE","GARLAND","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00157","","","40209","","2704","","DR","CRITTENDEN","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00156","","","40211","","3727","W","","BROADWAY","","12/24/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00155","","","40211","01/07/2024","2532","W","","BROADWAY","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00154","","","40216","","2720","","LN","CRUMS","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00153","","","40272","","6115","","RD","BLEVINS GAP","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00152","","","40203","","1420","W","","BROADWAY","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00151","","","40203","","1035","S","ST","3RD","","12/24/2021"
"Active","","Tobacco Ordinance License","","","LIC-TOBL-21-00150","","","40208","","1927","S","ST","4TH","","12/24/2021"
"Expired","","Tobacco Ordinance License","","","LIC-TOBL-21-00149","","","40214","01/07/2024","802","W","DR","KENWOOD","","12/24/2021"
